City,Hotel Name,Hotel Address,Average Rating,Number of Reviews,Cost of Stay,Provider
Rome,Il Gattopardo Relais,Historical Center,8.2,150,185,Expedia
Rome,Radisson Blu Ghr Hotel,"Via Domenico Chelini 41, 00197 Rome",8.2,1108,473,Expedia
Rome,Tommy Guest House Roma,"Vicolo Del Casale Galvani 11, 00187 Rome",9.3,20,300,Hotels.com
Rome,Residenza B,Historical Center,9.9,121,510,Expedia
Rome,NH Collection Roma Fori Imperiali,"Via di Santa Eufemia, 19, Rome",9.1,690,797,Expedia
Rome,B&B Birba,"Via Rodolfo Valentino, 19, 00139 Rome",8.9,100,181,Expedia
Rome,Lovin' Rome - Piazza di Spagna,Historical Center,8.5,148,276,Expedia
Rome,Gioberti Hotel,"Via Gioberti, 20, 00185 Rome",8.3,539,358,Hotels.com
Barcelona,Onix Liceo,"Nou de la Rambla, 36, 08001 Barcelona",8.1,1458,218,Onix Liceo
Barcelona,Eurostars Grand Marina,"Moll De Barcelona S/n, 08039 Barcelona",8.3,3711,512,Eurostars Grand Marina
Barcelona,Abba Sants Hotel,"Numancia 32, 08029 Barcelona",8.3,2131,234,Abba Sants Hotel
Barcelona,Sweet Inn - Calabria,Eixample,9.1,75,544,Booking.com
Barcelona,H10 Art Gallery,"Enric Granados 62-64, 08008 Barcelona",8.7,1397,326,H10 Art Gallery
Barcelona,Hotel Pulitzer Barcelona,"Bergara 8, 08002 Barcelona",8.9,1346,364,Hotel Pulitzer Barcelona
Barcelona,Sweet Inn - Rosemarine,Eixample,8.5,58,491,Booking.com
Barcelona,Hotel Exe Laietana Palace,"Via Laietana 17, 08003 Barcelona",8.0,1208,281,Hotel Exe Laietana Palace
Barcelona,H10 Madison,"C/ Dr. Joaquim Pou, 2-4-6, 08002 Barcelona",9.4,1502,384,H10 Madison
Barcelona,Sweet Inn Plaza Espana Fira,Sants-Montjuïc,9.0,30,528,Booking.com
Barcelona,The Barcelona EDITION,"Avinguda de Francesc Cambo 14, Barcelona",8.9,126,864,EDITION
Barcelona,H10 Itaca,"Avenida Roma 22, 08015 Barcelona",8.6,735,233,H10 Itaca
Barcelona,Ripoll Apartments,Ciutat Vella,8.7,46,502,Sembo
Barcelona,AC Hotel Irla by Marriott,"Carrer De Calvet, 40-42, 08021 Barcelona",8.0,57,362,AC Hotels
Barcelona,Exe Plaza Catalunya,"Ronda de la Universitat 18, 08007 Barcelona",8.7,2401,319,Exe Plaza Catalunya
Barcelona,My Space Barcelona Pool City Center,Eixample,6.1,40,369,Booking.com
Barcelona,Exe Cristal Palace,"Diputacio 257, 08007 Barcelona",8.0,2132,271,Exe Cristal Palace
Barcelona,Arenas Atiram Hotel,"Carrer Del Capita Arenas, 20, 08034 Barcelona",8.0,1242,252,Arenas Atiram Hotel
Barcelona,Private Pool Garden Apartments,Sarria-Sant Gervasi,8.0,9,595,Booking.com
Barcelona,Hotel Arts Barcelona,"Marina 19-21, 08005 Barcelona",8.4,1549,882,Ritz-Carlton Hotels
Hong Kong,Royal Plaza Hotel,"193 Prince Edward Road West, Hong Kong 610012",8.5,6048,333,Expedia
Hong Kong,Hyatt Centric Victoria Harbour Hong Kong,"1 North Point Estate Lane, Hong Kong",8.2,2659,242,Expedia
Hong Kong,"Cordis, Hong Kong","555 Shanghai Street, Hong Kong",9.0,2894,343,"Cordis, Hong Kong"
Hong Kong,"Deal! 3 Bedr, 4 Beds, 2 Bath, Best Location, Kowloon, Ymt Mtr Station",Yau Tsim Mong District,,,704,Booking.com
Hong Kong,"Kowloon Shangri-La, Hong Kong","64 Mody Road, Hong Kong",8.9,1767,393,Shangri-La
Hong Kong,New World Millennium Hong Kong Hotel,"72 Mody Road, Hong Kong",8.5,1444,327,Expedia
Hong Kong,Sea View Holiday House,Islands District,6.7,407,145,Booking.com
Hong Kong,Intercontinental Grand Stanford Hong Kong,"70 Mody Road, Hong Kong",8.6,1277,333,Expedia
Hong Kong,The Mira Hong Kong Hotel,"Mira Place, 118-130 Nathan Road, Hong Kong",8.3,972,320,The Mira Hong Kong Hotel
Hong Kong,"Tai O Inn, by the Sea",Islands District,7.6,160,322,Booking.com
Hong Kong,Harbour Grand Kowloon,"20 Tak Fung Street, Hong Kong",8.2,1486,342,Expedia
Hong Kong,Hyatt Regency Hong Kong Tsim Sha Tsui,"18 Hanoi Road, Tsim Sha Tsui, Hong Kong",8.6,1217,351,Expedia
Hong Kong,Shama Central,Central and Western District,7.9,71,426,Agoda.com
Hong Kong,Nathan Hotel,"378 Nathan Road, Hong Kong",8.4,2652,213,Expedia
Hong Kong,Sheraton Hong Kong Hotel & Towers,"20 Nathan Road, Hong Kong",8.3,953,382,Expedia
Hong Kong,CM+ Hotels And Serviced Apartments,Central and Western District,8.7,58,531,lastminute.com
Hong Kong,Stanford Hillview Hotel,"13-17 Observatory Rd On Knutsford, Hong Kong",8.1,1498,144,Expedia
Hong Kong,OZO Wesley Hong Kong,"22 Hennessy Road, Wanchai, Hong Kong",8.5,1710,194,OZO Hotels
Hong Kong,218 Apartment,Wan Chai District,8.3,81,138,Agoda.com
Hong Kong,Hilton Garden Inn Hong Kong Mongkok,"2 Soy Street, Hong Kong",8.0,898,199,Expedia
Prague,Hotel Kings Court,"U Obecniho Domu 3, 110 00 Prague, Prague Region",9.1,4981,419,Expedia
Prague,Alcron Hotel Prague,"Stepanska 40, 110 00 Prague, Prague Region",9.3,4303,287,Expedia
Prague,Hilton Prague,"Pobrezni 311/1, 186 00 Prague, Prague Region",8.0,3357,328,Expedia
Prague,Prague Castle Apartments Pawlansky,Prague 1,9.2,155,470,Expedia
Prague,Occidental Praha Wilson,"Václavské Námestí, 59, 110 00 Prague, Prague Region",8.5,780,221,Expedia
Prague,Cosmopolitan Hotel Prague,"Zlatnicka 3, 11000 Prague, Prague Region",9.2,2834,330,Expedia
Prague,Angel City Apartments,Prague 5,9.1,1044,237,Booking.com
Prague,Art Deco Imperial Hotel,"Na Porici 15, 110 00 Prague, Prague Region",9.1,3464,404,Expedia
Prague,Le Palais Art Hotel Prague,"U Zvonarky 1, 120 00 Prague, Prague Region",8.5,472,234,Expedia
Prague,Old Town Apartment,Prague 1,9.2,39,390,Booking.com
Prague,Grand Hotel Bohemia,"Kralodvorska 4, Prague, Prague Region",9.1,2774,344,Expedia
Prague,Hotel Taurus,"Vinohradska 105, Prague, Prague Region",8.2,5860,140,Expedia
Prague,Modern Apartment Riegrovy sady,Prague 2,9.6,35,252,Booking.com
Prague,"Radisson Blu Hotel, Prague, Prague, Cz","Zitna 561/8, 120 00 Prague, Prague Region",8.6,1905,294,Expedia
Prague,Iron Gate Hotel and Suites,"Michalska 19, 110 00 Prague, Prague Region",8.9,1317,357,Expedia
Prague,Royal Route Residence,Prague 1,9.4,232,216,Booking.com
Prague,Panorama Hotel Prague,"Milevska 7, 140 63 Prague, Prague Region",8.3,5535,211,Expedia
Prague,The Emblem Hotel,"Platnerska 111/19, 110 00 Prague, Prague Region",8.8,460,513,Expedia
Prague,High Heaven Residence,Prague 1,9.4,534,192,Booking.com
Prague,Esplanade Hotel Prague,"Washingtonova 1600/19, Praha 1, Prague, Prague Region",8.2,373,242,Expedia
Lisbon,Casa Do Mercado Lisboa By LX Talc,"Rua Da Boavista 10, 1200-379 Lisbon, Lisbon District",8.9,315,216,Booking.com
Lisbon,Maxime Hotel,"Praça da Alegria, 58, 1250-004 Lisbon, Lisbon District",9.0,2378,295,Expedia
Lisbon,Iberostar Selection Lisboa,"Rua Castilho 64, 1250-071 Lisbon, Lisbon District",8.6,946,461,Expedia
Lisbon,Lis Apartments,Arroios,8.8,141,275,Hotels.com
Lisbon,Hotel Alif Avenidas,"Avenida Duque D'Avila, 189, 1050-082 Lisbon, Lisbon District",8.3,2498,197,Expedia
Lisbon,Ramada by Wyndham Lisbon,"Avenida Engenheiro Arantes E Oliveira 9, 1900-221 Lisbon, Lisbon District",8.3,2341,201,Hotels.com
Lisbon,Villa Baixa - Lisbon Luxury Apartments,Baixa,9.5,972,384,Expedia
Lisbon,Jupiter Lisboa Hotel,"Avenida da Republica, 46, 1050-195 Lisbon, Lisbon District",8.9,3421,263,Expedia
Lisbon,Lutecia Smart Design Hotel,"Avenida Frei Miguel Contreiras, 52, 1749-086 Lisbon, Lisbon District",8.4,5153,203,Expedia
Lisbon,LX Factory Apartment,Alcântara,8.8,28,215,Expedia
Lisbon,Lisbon Wine Hotel,"Rua Portas de Santo Antão 88, 1150-266 Lisbon, Lisbon District",9.3,898,260,Expedia
Lisbon,Corinthia Lisbon,"Avenida Columbano Bordalo Pinheiro, 105, 1099-031 Lisbon, Lisbon District",8.9,2365,481,Expedia
Lisbon,Graca Heartwarming Flat,São Vicente,9.6,5,307,Hotels.com
Lisbon,Esqina Urban Lodge,"Rua dos Sapateiros 92, 1100-054 Lisbon, Lisbon District",8.7,354,256,Expedia
Lisbon,Quinta Colina by Shiadu,"Calçada Santana, 200, 1150 Lisbon, Lisbon District",9.0,1061,271,Expedia
Lisbon,Morgan-Jupiter Apartments,Santo António,8.3,58,292,Expedia
Lisbon,Hotel da Estrela - Small Luxury Hotels of the World - member of Unlock Hotels,"Rua Saraiva De Carvalho 35, 1250-242 Lisbon, Lisbon District",8.6,377,249,Expedia
Lisbon,Lux Lisboa Park,"Rua Padre Antonio Vieira, 32, 1070-197 Lisbon, Lisbon District",8.9,6385,451,Lux Lisboa Park
Lisbon,Stay in the heart of Lisbon - Altis Suites,Santo António,8.5,41,265,Booking.com
Lisbon,Rossio Boutique Hotel,"Rua Barros Queirós, 31, 1100-076 Lisbon, Lisbon District",8.4,2552,232,Expedia
Berlin,Leonardo Royal Hotel Berlin Alexanderplatz,"Otto-Braun-Strasse 90, 10249 Berlin",8.5,8734,246,Expedia
Berlin,Mercure Hotel Berlin Wittenbergplatz,"Wittenbergplatz 3, 10789 Berlin",8.9,2873,244,Expedia
Berlin,Scandic Berlin Potsdamer Platz,"Gabriele-Tergit-Promenade 19, 10963 Berlin",8.5,11252,256,Expedia
Berlin,Limehome Berlin Malmöer Straße,Pankow,7.9,381,265,Expedia
Berlin,Two Hotel Berlin By Axel - Adults Only,"Bundesallee 31a, 10717 Berlin",8.2,2192,205,Expedia
Berlin,Sheraton Berlin Grand Hotel Esplanade,"Lützowufer 15, 10785 Berlin",8.2,1975,391,Expedia
Berlin,Nena Apartments Metropolpark Berlin - Mitte,Mitte,8.2,1560,339,Expedia
Berlin,Leonardo Hotel Berlin Mitte,"Bertolt-Brecht-Platz 4, 10117 Berlin",8.2,9426,265,Expedia
Berlin,Select Hotel Berlin The Wall,"Zimmerstrasse 88, 10117 Berlin",8.7,2088,196,Expedia
Berlin,Mondrian Suites Berlin Checkpoint Charlie,Kreuzberg,8.5,2793,238,Expedia
Berlin,Intercityhotel Berlin Hauptbahnhof,"Katharina Paulus Strasse 5, 10557 Berlin",8.3,9681,248,Expedia
Berlin,Steigenberger Hotel Am Kanzleramt,"Ella-Trebe-Straße 5, 10557 Berlin",8.8,4990,416,Expedia
Berlin,Adapt Apartments Berlin,Treptow-Köpenick,8.7,1048,293,Booking.com
Berlin,Hotel Indigo Berlin - KU'Damm,"Hardenbergstrasse 15, 10623 Berlin",8.6,804,234,Expedia
Berlin,The Student Hotel Berlin,"Alexanderstrasse 40, 10179 Berlin",8.7,1800,294,Expedia
Berlin,FeWo in Köpenick,Treptow-Köpenick,9.0,32,172,Booking.com
Berlin,NH Berlin Potsdamer Platz,"Stresemannstr. 47, 10963 Berlin",8.4,1672,325,Expedia
Berlin,Hotel Bristol Berlin,"Kurfuerstendamm 27, 10719 Berlin",8.1,3454,392,Expedia
Berlin,4 Sterne Souterrain Appartment Alt-Mariendorf,Mariendorf,9.5,54,318,Booking.com
Berlin,H10 Berlin Ku'damm,"Joachimsthaler Strasse 31-32, 10719 Berlin",8.4,4506,290,Expedia
Orlando,Hilton Grand Vacations at SeaWorld,"6924 Grand Vacations Way, Orlando, FL 32821",8.9,2860,599,Expedia
Orlando,Rosen Inn Closest to Universal,"6327 International Drive, Orlando, FL 32819",8.3,4791,326,Rosen Inn Closest to Universal
Orlando,Hyatt Regency Orlando,"9801 International Drive, Orlando, FL 32819",8.9,2937,801,Expedia
Orlando,Exceptional Vista Cay Condo Neartheme Parks. Walk To Conventions,,9.8,19,1105,Hotels.com
Orlando,"Sheraton Vistana Villages Resort Villas, I-Drive/Orlando","12401 International Drive, Orlando, FL 32821",8.9,1976,462,Expedia
Orlando,DoubleTree by Hilton at the Entrance to Universal Orlando,"5780 Major Boulevard, Orlando, FL 32819",8.2,5332,440,Booking.com
Orlando,Parc Soleil by Hilton Grand Vacations,"11272 Desforges Avenue, Orlando, FL 32836",9.0,253,692,Expedia
Orlando,Rosen Shingle Creek,"9939 Universal Boulevard, Orlando, FL 32819",9.1,1493,642,Expedia
Orlando,Wqr Private Rentals,,8.5,113,493,Booking.com
Orlando,Castle Hotel Autograph Collection,"8602 Universal Boulevard, Orlando, FL 32819",8.3,1393,506,Hotels.com
Orlando,Delta Hotels by Marriott Orlando Lake Buena Vista,"12490 South Apopka Vineland Road, Orlando, FL 32836",8.1,1100,440,Expedia
Orlando,Hilton Orlando,"6001 Destination Parkway, Orlando, FL 32819",8.4,887,816,Expedia
Orlando,Marriott's Cypress Harbour Villas,"11251 Harbour Villa Road, Orlando, FL 32821",9.4,337,717,Expedia
Orlando,Cardif Castle,,8.2,17,742,Booking.com
Orlando,Lake Buena Vista Resort Village & Spa,"8113 Resort Village Drive, Orlando, FL 32821",8.2,2795,898,Lake Buena Vista Resort Village & Spa
Orlando,Renaissance Orlando at SeaWorld,"6677 Sea Harbor Drive, Orlando, FL 32821",8.7,1387,756,Expedia
Orlando,Perfect Orlando Home! Cozy and Contemporary 3bd/3.5ba Town Home - #3vc013,,9.2,14,877,Hotels.com
Orlando,Las Palmeras by Hilton Grand Vacations,"9501 Universal Boulevard, Orlando, FL 32819",9.0,335,927,Hotels.com
Budapest,Barcelo Budapest,"Király Street 16, Budapest 1036",9.2,2796,249,Expedia
Budapest,Hotel Memories Budapest,"Wesselényi U. 4., Budapest 1077",8.8,7082,284,Expedia
Budapest,The Three Corners Lifestyle Hotel,"Hogyes Endre Utca 4., Budapest 1092",9.2,2429,219,Expedia
Budapest,New York Palace View Apartment,District VII - Erzsébetváros,9.5,26,383,Expedia
Budapest,Hilton Budapest,"Hess A Ter 1-3, Budapest 1014",8.9,1497,453,Expedia
Budapest,Kempinski Hotel Corvinus Budapest,"Erzsébet Tér 7-8., Budapest 1051",9.1,2311,583,Expedia
Budapest,Amber Gardenview Studios,District V - Belváros-Lipótváros,8.7,1737,135,Expedia
Budapest,Danubius Hotel Helia,"Karpat U. 62-64, Budapest 1133",8.3,4718,292,Expedia
Budapest,"Radisson Blu Beke Hotel, Budapest","Terez Krt 43, Budapest",8.7,3452,286,Expedia
Budapest,Chic & Charm Apartment,District V - Belváros-Lipótváros,9.7,36,242,Booking.com
Budapest,"Intercontinental Budapest, An IHG Hotel","Apaczai Csere Janos 12-14, Budapest",8.8,2045,553,Expedia
Budapest,Onriver Hotels - Ms Cezanne,"Angelo Rotta Rakpart, Dock Bem Sqr. 2., Budapest 1027",8.7,2394,113,Expedia
Budapest,"Style, Fire-place and Balcony",District VIII - Józsefváros,9.4,10,293,Booking.com
Budapest,Danubius Hotel Arena,"Ifjusag Utja 1-3, Budapest 1148",8.0,4022,177,Expedia
Budapest,Stories Boutique Hotel,"Király Utca 26., Budapest 1061",9.0,1776,350,Expedia
Budapest,Paulay Central Top Studio,District VI - Terézváros,9.3,77,367,Expedia
Budapest,Mercure Budapest City Center Hotel,"Váci Utca 20., Budapest 1052",8.7,2089,268,Expedia
Budapest,Budapest Marriott Hotel,"Apaczai Csere Janos U. 4, Budapest 1052",8.8,2099,594,Marriott Hotels & Resorts
Budapest,Lillybeth City Center Apartments,District VII - Erzsébetváros,8.5,31,172,Booking.com
Budapest,Ana Palace by Eurostars Hotel Company,"Akadémia Utca 15-17, Budapest 1054",9.1,393,522,Expedia
Edinburgh,The Bonham Hotel,"35 Drumsheugh Gardens, Edinburgh, EH3 7RN",9.1,1087,658,Expedia
Edinburgh,Radisson Collection Hotel Royal Mile Edinburgh,"1 George IV Bridge, Edinburgh, EH1 1AD",8.5,1714,667,Expedia
Edinburgh,The Glasshouse Autograph Collection,"2 Greenside Place, Edinburgh, EH1 3AA",8.7,656,594,Autograph Collection
Edinburgh,Braid Apartments by Mansley,New Town,9.3,617,486,Expedia
Edinburgh,Courtyard by Marriott Edinburgh,"1-3 Baxters Place, Edinburgh, EH1 3AF",8.5,4496,368,Expedia
Edinburgh,Intercontinental Edinburgh The George,"19-21 George Street, Edinburgh, EH2 2PB",8.8,2163,721,Expedia
Edinburgh,A Stay On The Brae,South,9.7,24,346,Expedia
Edinburgh,Leonardo Royal Edinburgh Haymarket,"1 Morrison Link, Edinburgh, EH3 8DN",7.9,12083,391,Expedia
Edinburgh,Kew House,"1 Kew Terrace, Edinburgh, EH12 5JE",9.7,1,500,Expedia
Edinburgh,Stylish Apartment,Leith,9.0,121,580,Expedia
Edinburgh,Antler Guest House,"58 Pilrig Street, Edinburgh, EH6 4BS",9.4,239,279,Expedia
Edinburgh,Bruntsfield Hotel,"69-74 Bruntsfield Place, Edinburgh, EH10 4HH",8.4,1589,343,Expedia
Edinburgh,Amazing Apartments - Annandale Street,,8.9,67,538,Expedia
Edinburgh,Novotel Edinburgh Centre,"80 Lauriston Place, Edinburgh, EH3 9DE",8.0,4835,337,Expedia
Edinburgh,"Sheraton Grand Hotel & Spa, Edinburgh","1 Festival Square, Edinburgh, EH3 9SR",8.7,2427,1156,Expedia
Edinburgh,City Padzzz,Leith,8.3,3,506,Expedia
Edinburgh,Hotel Indigo Edinburgh - Princes Street,"20 Princes Street, Edinburgh, EH2 2AN",8.3,2045,583,Expedia
Edinburgh,Cheval The Edinburgh Grand,"42 St Andrew Square, Edinburgh, EH2 2AD",9.3,1100,833,Expedia
Edinburgh,Cosy Home with Views of Arthur's Seat,East,9.3,5,528,Expedia
Edinburgh,Eden Locke,"127 George Street, Edinburgh, EH2 4JN",9.2,1624,529,Expedia
New York,The Knickerbocker Hotel,"6 Times Square, New York, NY 10036",8.5,1145,1083,The Knickerbocker Hotel
New York,MOXY NYC Times Square,"485 7th Avenue, New York, NY 10018",8.2,11224,479,Expedia
New York,Moxy NYC East Village,"112 East 11th Street, New York, NY 10003",8.4,1229,703,Moxy
New York,Sanctuary NYC Retreats,Lower East Side,9.0,557,598,Expedia
New York,Hotel Beacon,"2130 Broadway at 75th Street, New York, NY 10023",8.8,1559,619,Hotel Beacon
New York,West 57th Street by Hilton Club,"102 West 57th Street, New York, NY 10019",8.5,57,1145,Hilton Grand Vacations
New York,Harlem Lodge,Harlem,8.2,316,380,Booking.com
New York,11 Howard,"11 Howard Street, New York, NY 10013",8.0,483,1056,Expedia
New York,"The Langham, New York, Fifth Avenue","400 Fifth Avenue, New York, NY 10018",9.1,621,2051,"The Langham, New York, Fifth Avenue"
New York,Great Cozy Apt,Harlem,9.7,3,615,Booking.com
New York,The Times Square EDITION,"20 Times Square, 701 7th Avenue, New York, NY 10036",8.9,920,942,Expedia
New York,Mandarin Oriental New York,"80 Columbus Circle At 60th Street, New York, NY 10023",8.6,209,2037,Mandarin Oriental
New York,The Harlem Cascades,Harlem,8.1,228,304,Booking.com
New York,citizenM New York Times Square,"218 West 50th Street, New York, NY 10019",9.0,3984,518,Expedia
New York,Holiday Inn Manhattan-Financial District,"99 Washington Street, New York, NY 10006",8.0,7411,368,Expedia
New York,NYC Empire State Studios,Midtown,6.7,59,494,Booking.com
New York,The Manhattan At Times Square Hotel,"790 7th Avenue, New York, NY 10019",5.9,3761,546,The Manhattan At Times Square Hotel
New York,Kimpton Hotel Eventi,"851 Avenue of The Americas, New York, NY 10001",8.5,763,926,Expedia
New York,Cozy Fully Furnished Apartment Near Prospect Park & Public Transport,Prospect Heights,8.5,58,583,Booking.com
New York,Hotel Boutique at Grand Central,"128 East 45th Street, New York, NY 10017",8.2,1466,424,Expedia
Bali,Alila Ubud,"Desa Melinggih Kelod, Denpasar 80572",8.9,255,268,Expedia
Bali,Hyatt Regency Bali,"Jl Danau Tamblingan 89, Denpasar 80228",9.1,555,255,Expedia
Bali,Plataran Ubud Hotel & Spa,"Jl. Hanoman, Pengosekan, Ubud, Bali, 80571 Indonesia, Denpasar 80361",9.2,404,356,Expedia
Bali,Villa Seminyak Estate & Spa - By Astadala,Seminyak,8.8,3,114,Hotels.com
Bali,Hotel Indigo Bali Seminyak Beach,"Jl. Camplung Tanduk No. 10, Denpasar",9.3,1052,292,Expedia
Bali,Sagara Villas And Suites,"Jl. Cemara No. 33, Denpasar 80227",8.4,126,80,Expedia
Bali,"The Ritz-Carlton, Bali","Jalan Raya Nusa Dua Selaton Lot III, Sawangan, Nusa Dua, Denpasar 80363",8.9,347,573,Ritz-Carlton Hotels
Bali,Potato Head Studios at Desa Potato Head,"Jl. Petitenget No.51b, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Denpasar 80361",9.6,84,452,Hotels.com
Bali,Kubu Gajah Villas,South Denpasar,10.0,1,418,Hotels.com
Bali,Hilton Garden Inn Bali Ngurah Rai Airport,"Jalan Airport Ngurah Rai No. 7 Kuta, Denpasar",8.2,1499,74,Expedia
Bali,Klumpu Bali Resort,"Jl. Kesari, No. 16B, Denpasar 80228",9.6,192,122,Hotels.com
Bali,Sanur Art Villas,South Denpasar,7.7,212,58,Expedia
Bali,Manzelejepun Luxury Villa & Pavilion,"Jl. Sekar Sari, Br. Kesambi, Desa Kertalangu, Denpasar 80237",9.1,109,59,Hotels.com
Bali,Palm Garden Hotel,"Jl. Kesumasari 3 Sanur, Denpasar 80228",8.0,209,43,Hotels.com
Bali,Anna Villa,South Denpasar,9.0,26,178,Booking.com
Bali,Artotel Sanur Bali,"Jl. Kusuma Sari No.1, Denpasar 80227",9.2,32,110,Expedia
Bali,Natah Bale Villas,"Jl. Cemara 32, Sanur, Denpasar 80228",8.4,1,245,Hotels.com
Bali,Villa Sayang Taman,South Denpasar,8.7,9,100,Booking.com
Bali,Villa Sanur harmony,"Jalan Kutat Lestari No. 24A, Denpasar 80227",8.3,31,56,Booking.com
Lanzarote,Hotel Lancelot,"Mancomunidad Av 9, 35500 Arrecife, Lanzarote",8.6,1823,277,Expedia
Lanzarote,Arrecife Gran Hotel & Spa,"Parque Islas Canarias, 35500 Arrecife, Lanzarote",8.6,666,471,Expedia
Lanzarote,Barceló Teguise Beach - Adults only,"Plaza Janubio s/n, 35508 Costa, Lanzarote - Costa Teguise, 35509 Costa Teguise, Lanzarote",8.9,2974,560,Expedia
Lanzarote,La Chalana,,,,214,Booking.com
Lanzarote,Aequora Lanzarote Suites,"Urano s/n, 35510 Puerto del Carmen, Lanzarote",8.8,1874,466,Booking.com
Lanzarote,Barceló Lanzarote Active Resort,"Av. Del Mar 6, 35509 Costa Teguise, Lanzarote",8.1,1693,468,Expedia
Lanzarote,El Estudio de Lela,,8.8,12,261,Booking.com
Lanzarote,R2 Bahia Kontiki,"Guanapay, 5, 35510 Puerto del Carmen, Lanzarote",9.0,1274,433,R2 Hotels
Lanzarote,Oasis Lanz Beach Mate,"Avda Jablillo 5, 35508 Costa Teguise, Lanzarote",8.9,1510,389,Expedia
Lanzarote,Sweet&Wine Apt by Flamingo House,,,,197,Booking.com
Lanzarote,"La Isla y el Mar, Hotel Boutique","Reina Sofía, 23, 35510 Puerto del Carmen, Lanzarote",9.1,1056,678,Expedia
Lanzarote,Hyde Park Lane,"Hungria, 6, 35510 Puerto del Carmen, Lanzarote",8.9,2989,248,Stayforlong
Lanzarote,Apartment with 2 bedrooms in Arrecife with wonderful city view,,,,218,Booking.com
Lanzarote,Hotel Lava Beach,"Calle Marte 6, 35510 Tías, Lanzarote",9.3,444,653,Expedia
Lanzarote,Hotel Lanzarote Village,"Calle Suiza 2, 35510 Puerto del Carmen, Lanzarote",8.4,642,404,Expedia
Lanzarote,Piso Arrecife Centro,,7.2,15,202,Booking.com
Lanzarote,Nautilus Lanzarote,"Calle Gramillo, 5, 35510 Puerto del Carmen, Lanzarote",9.1,263,352,Expedia
Lanzarote,Finca Isolina Hotel Boutique,"camino el rompimiento n1, 35571 Mácher, Lanzarote",9.7,333,570,Expedia
Lanzarote,Arrecife Azul,,9.3,76,236,Booking.com
Lanzarote,Dreams Lanzarote Playa Dorada Resort & Spa,"Urbanización Costa Del Papagayo, 35580 Arrecife, Lanzarote",8.7,1584,611,Booking.com
Paris,"Kimpton St Honore Paris, an IHG hotel","27-29 Boulevard Des Capucines, 75009 Paris",8.8,156,1228,Kimpton
Paris,Mercure Paris Pigalle Sacre Coeur,"21 Boulevard De Clichy, 75009 Paris",8.2,637,477,Expedia
Paris,Hotel Panache,"1, rue Geoffroy Marie, 75009 Paris",8.5,463,519,Hotel Panache
Paris,Pepper & Paper Apartments,5th arrondissement,9.0,326,454,Expedia
Paris,Hotel Chaplain,"11 bis, rue Jules Chaplain, 75006 Paris",8.3,1183,562,Hotel Chaplain
Paris,Hotel Le Mareuil,"51 rue de Malte, 75011 Paris",9.0,997,598,Hotel Le Mareuil
Paris,Yays Paris Issy,,8.8,416,365,Hotels.com
Paris,West End Hotel,"7 Rue Clement Marot, 75008 Paris",8.8,227,756,West End Hotel
Paris,Hotel Chavanel,"22 Rue Tronchet, 75008 Paris",8.5,119,828,Hotel Chavanel
Paris,Apartments Ws Saint-Lazare - Opera,8th arrondissement,7.5,516,355,Booking.com
Paris,Maison Fl,"6 Rue De La Tour, 75116 Paris",8.8,592,538,Maison Fl
Paris,Le Relais Montmartre,"6, rue Constance, 75018 Paris",9.1,526,534,Expedia
Paris,Les Patios du Marais 1,3rd arrondissement,7.4,1985,372,Booking.com
Paris,CitizenM Paris Gare de Lyon,"8 Rue Van Gogh, 75012 Paris",8.6,10453,351,Expedia
Paris,Hotel Du Ministere,"31 Rue De Surene, 75008 Paris",9.0,740,696,Hotel Du Ministere
Paris,Le Vintage,Quartier Latin,8.5,63,718,Booking.com
Paris,La Maison Champs Elysées,"8 Rue Jean Goujon, 75008 Paris",8.2,168,870,Expedia
Paris,Grand Hotel Chicago,"99, Bis Rue De Rome, 75017 Paris",8.4,279,420,Hotels.com
Paris,Le Studio Flore,18th arrondissement,9.0,17,427,Booking.com
Paris,Le Placide Saint Germain des Pres,"6 Rue Saint Placide, 75006 Paris",8.7,101,518,Le Placide Saint Germain des Pres
Bangkok,Royal Orchid Sheraton Hotel & Towers,"2 Charoen Krung Soi 30, Siphya, Bangkok 10500",8.6,2123,177,Expedia
Bangkok,Millennium Hilton Bangkok,"123 Charoennakorn Road, Bangkok 10600",8.5,3113,215,Expedia
Bangkok,Avani Atrium Bangkok,"1880 New Petchburi Road, Bangkok 10310",8.4,1813,134,Expedia
Bangkok,"Sathorn Vista, Bangkok - Marriott Executive Apartments",Sathon,8.9,171,243,Marriott Executive Apartments
Bangkok,Renaissance Bangkok Ratchaprasong Hotel,"518/8 Ploenchit Road, Bangkok 10330",8.9,552,216,Expedia
Bangkok,Le Méridien Bangkok,"40/5 Surawong Road, Bangkok 10500",8.9,475,269,Expedia
Bangkok,Bangkok Two Bedroom Apartment,Sathon,8.0,92,193,Expedia
Bangkok,W Bangkok,"106 North Sathorn Road, Silom, Bangrak, Bangkok 10500",9.2,664,319,W Hotels
Bangkok,Bangkok Marriott Hotel Sukhumvit,"2 Sukhumvit Soi 57, Bangkok 10110",8.8,1690,257,Expedia
Bangkok,Mövenpick Residences Ekkamai Bangkok,Watthana,8.1,147,184,Hotels.com
Bangkok,So/ Bangkok,"2 North Sathorn Road, Bangkok 10500",8.9,736,341,Expedia
